12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,3,3,13,13,14,13,13,14,13,13,3,3,3,3,10,10,10,10,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,3,3,13,13,14,13,13,13,14,13,13,13,13,13,3,3,3,10,10,10,10,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,3,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,3,3,10,10,10,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,3,13,14,13,10,10,10,10,10,10,10,10,10,13,13,13,13,3,3,10,10,10,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,3,3,13,13,13,10,5,5,5,5,5,5,5,10,13,13,13,14,13,3,3,10,10,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,3,13,13,13,13,10,5,5,5,5,5,5,5,10,13,13,13,13,13,13,3,3,10,10,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,3,13,14,13,13,10,5,5,5,5,5,5,5,10,13,13,14,13,13,14,13,3,10,10,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,3,13,13,13,13,10,5,5,5,5,5,5,5,10,13,13,13,13,13,13,13,3,3,10,10,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,3,3,13,14,14,13,10,5,5,5,5,5,5,5,10,13,13,13,13,13,13,13,13,3,10,10,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,3,13,13,13,14,13,10,5,5,5,5,5,5,5,10,13,13,13,13,13,13,13,13,3,10,10,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,3,13,13,13,13,13,10,10,10,10,10,10,10,10,10,13,13,13,13,13,14,13,13,3,10,10,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,3,3,13,13,13,14,13,13,14,13,13,13,13,13,13,13,14,14,13,13,13,14,14,13,3,10,10,10,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,3,3,3,13,13,13,14,14,13,13,13,13,13,13,13,14,13,14,13,13,13,13,13,14,13,13,3,10,10,10,12,12
12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,3,3,3,13,13,13,13,13,14,13,13,13,14,14,13,14,13,13,13,13,13,13,13,14,13,13,14,3,3,10,10,10,12,12
12,12,12,12,12,12,12,12,12,12,12,10,10,10,3,3,3,13,13,13,13,13,13,14,13,13,14,13,13,14,14,13,13,13,13,13,13,13,13,13,14,13,14,3,10,10,10,12,12,12
